-0.525	1.025	-0.325
-0.525	1.025	-0.275
-0.525	1.025	-0.225
-0.525	1.025	-0.175
-0.525	1.075	-0.325
-0.525	1.075	-0.275
-0.525	1.075	-0.225
-0.525	1.075	-0.175
-0.525	1.025	-0.125
-0.525	1.075	-0.125
-0.525	1.125	-0.325
-0.575	1.125	-0.325
-0.525	1.125	-0.275
-0.575	1.125	-0.275
-0.525	1.125	-0.225
-0.575	1.125	-0.225
-0.525	1.125	-0.175
-0.575	1.125	-0.175
-0.525	1.125	-0.125
-0.575	1.125	-0.125
-0.575	1.125	-0.075
-0.525	1.125	-0.075
-0.525	1.075	-0.075
-0.525	1.025	-0.075
-0.525	1.175	-0.325
-0.575	1.175	-0.325
-0.625	1.175	-0.325
-0.525	1.175	-0.275
-0.575	1.175	-0.275
-0.625	1.175	-0.275
-0.525	1.175	-0.225
-0.575	1.175	-0.225
-0.625	1.175	-0.225
-0.525	1.175	-0.175
-0.575	1.175	-0.175
-0.625	1.175	-0.175
-0.525	1.175	-0.125
-0.575	1.175	-0.125
-0.625	1.175	-0.125
-0.475	0.925	-0.325
-0.475	0.925	-0.275
-0.475	0.975	-0.325
-0.475	0.975	-0.275
-0.475	0.925	-0.225
-0.475	0.975	-0.225
-0.475	1.025	-0.325
-0.475	1.025	-0.275
-0.475	1.025	-0.225
-0.475	0.925	-0.175
-0.475	0.975	-0.175
-0.475	1.025	-0.175
-0.475	1.075	-0.325
-0.475	1.075	-0.275
-0.475	1.075	-0.225
-0.475	1.075	-0.175
-0.475	0.925	-0.125
-0.475	0.975	-0.125
-0.475	1.025	-0.125
-0.475	1.075	-0.125
-0.475	1.125	-0.325
-0.475	1.125	-0.275
-0.475	1.125	-0.225
-0.475	1.125	-0.175
-0.475	1.125	-0.125
-0.475	1.075	-0.075
-0.475	1.025	-0.075
-0.475	0.975	-0.075
-0.475	0.925	-0.075
-0.475	1.125	-0.075
-0.475	1.175	-0.325
-0.475	1.175	-0.275
-0.475	1.175	-0.225
-0.475	1.175	-0.175
-0.475	1.175	-0.125
-0.475	1.175	-0.075
-0.475	1.175	-0.025
-0.475	1.125	-0.025
-0.625	1.275	-0.325
-0.625	1.325	-0.325
-0.625	1.375	-0.325
-0.675	1.375	-0.325
-0.625	1.425	-0.325
-0.675	1.425	-0.325
-0.625	1.275	-0.275
-0.625	1.325	-0.275
-0.625	1.375	-0.275
-0.675	1.375	-0.275
-0.625	1.425	-0.275
-0.675	1.425	-0.275
-0.625	1.475	-0.325
-0.675	1.475	-0.325
-0.725	1.475	-0.325
-0.625	1.475	-0.275
-0.675	1.475	-0.275
-0.725	1.475	-0.275
-0.625	1.275	-0.225
-0.625	1.325	-0.225
-0.625	1.375	-0.225
-0.675	1.375	-0.225
-0.625	1.425	-0.225
-0.675	1.425	-0.225
-0.625	1.475	-0.225
-0.675	1.475	-0.225
-0.725	1.475	-0.225
-0.625	1.525	-0.325
-0.675	1.525	-0.325
-0.725	1.525	-0.325
-0.775	1.525	-0.325
-0.625	1.525	-0.275
-0.675	1.525	-0.275
-0.725	1.525	-0.275
-0.775	1.525	-0.275
-0.625	1.525	-0.225
-0.675	1.525	-0.225
-0.725	1.525	-0.225
-0.775	1.525	-0.225
-0.625	1.275	-0.175
-0.625	1.325	-0.175
-0.625	1.375	-0.175
-0.675	1.375	-0.175
-0.625	1.425	-0.175
-0.675	1.425	-0.175
-0.725	1.425	-0.175
-0.625	1.475	-0.175
-0.675	1.475	-0.175
-0.725	1.475	-0.175
-0.625	1.525	-0.175
-0.675	1.525	-0.175
-0.725	1.525	-0.175
-0.775	1.525	-0.175
-0.625	1.575	-0.325
-0.675	1.575	-0.325
-0.725	1.575	-0.325
-0.775	1.575	-0.325
-0.625	1.575	-0.275
-0.675	1.575	-0.275
-0.725	1.575	-0.275
-0.775	1.575	-0.275
-0.625	1.575	-0.225
-0.675	1.575	-0.225
-0.725	1.575	-0.225
-0.775	1.575	-0.225
-0.625	1.575	-0.175
-0.675	1.575	-0.175
-0.725	1.575	-0.175
-0.775	1.575	-0.175
-0.775	1.575	-0.125
-0.775	1.525	-0.125
-0.725	1.575	-0.125
-0.725	1.525	-0.125
-0.725	1.475	-0.125
-0.725	1.425	-0.125
-0.675	1.575	-0.125
-0.675	1.525	-0.125
-0.675	1.475	-0.125
-0.675	1.425	-0.125
-0.675	1.375	-0.125
-0.625	1.575	-0.125
-0.625	1.525	-0.125
-0.625	1.475	-0.125
-0.625	1.425	-0.125
-0.625	1.375	-0.125
-0.625	1.325	-0.125
-0.625	1.275	-0.125
-0.525	1.225	-0.325
-0.575	1.225	-0.325
-0.525	1.275	-0.325
-0.575	1.275	-0.325
-0.525	1.325	-0.325
-0.575	1.325	-0.325
-0.525	1.375	-0.325
-0.575	1.375	-0.325
-0.525	1.225	-0.275
-0.575	1.225	-0.275
-0.525	1.275	-0.275
-0.575	1.275	-0.275
-0.525	1.325	-0.275
-0.575	1.325	-0.275
-0.525	1.375	-0.275
-0.575	1.375	-0.275
-0.525	1.425	-0.325
-0.575	1.425	-0.325
-0.525	1.425	-0.275
-0.575	1.425	-0.275
-0.525	1.225	-0.225
-0.575	1.225	-0.225
-0.525	1.275	-0.225
-0.575	1.275	-0.225
-0.525	1.325	-0.225
-0.575	1.325	-0.225
-0.525	1.375	-0.225
-0.575	1.375	-0.225
-0.525	1.425	-0.225
-0.575	1.425	-0.225
-0.575	1.475	-0.325
-0.575	1.475	-0.275
-0.575	1.475	-0.225
-0.525	1.225	-0.175
-0.575	1.225	-0.175
-0.525	1.275	-0.175
-0.575	1.275	-0.175
-0.525	1.325	-0.175
-0.575	1.325	-0.175
-0.525	1.375	-0.175
-0.575	1.375	-0.175
-0.525	1.425	-0.175
-0.575	1.425	-0.175
-0.575	1.475	-0.175
-0.575	1.525	-0.325
-0.575	1.525	-0.275
-0.575	1.525	-0.225
-0.575	1.525	-0.175
-0.525	1.225	-0.125
-0.525	1.275	-0.125
-0.525	1.325	-0.125
-0.525	1.375	-0.125
-0.525	1.425	-0.125
