-3.425	0.175	-0.325	155	155	155
-3.425	0.125	-0.325	155	155	155
-3.425	-0.075	-0.325	155	155	155
-3.425	-0.125	-0.325	155	155	155
-3.425	0.475	-0.325	155	155	155
-3.425	0.275	-0.325	155	155	155
-3.425	0.225	-0.325	155	155	155
-3.425	-0.025	-0.325	155	155	155
-3.425	-0.075	-0.325	155	155	155
-3.425	-0.425	-0.325	155	155	155
-3.375	0.175	-0.325	155	155	155
-3.375	0.125	-0.325	155	155	155
-3.375	0.275	-0.325	155	155	155
-3.375	0.225	-0.325	155	155	155
-3.375	0.175	-0.325	155	155	155
-3.375	0.525	-0.325	155	155	155
-3.375	0.475	-0.325	155	155	155
-3.375	0.425	-0.325	155	155	155
-3.375	-0.075	-0.325	155	155	155
-3.375	-0.125	-0.325	155	155	155
-3.375	-0.175	-0.325	155	155	155
-3.375	0.575	-0.325	155	155	155
-3.375	0.525	-0.325	155	155	155
-3.375	0.475	-0.325	155	155	155
-3.375	0.275	-0.325	155	155	155
-3.375	0.225	-0.325	155	155	155
-3.375	0.375	-0.325	155	155	155
-3.375	0.325	-0.325	155	155	155
-3.375	-0.075	-0.325	155	155	155
-3.375	0.075	-0.325	155	155	155
-3.375	0.025	-0.325	155	155	155
-3.375	-0.025	-0.325	155	155	155
-3.375	-0.425	-0.325	155	155	155
-3.375	-0.275	-0.325	155	155	155
-3.375	-0.325	-0.325	155	155	155
-3.375	-0.375	-0.325	155	155	155
-3.375	-0.575	-0.325	155	155	155
-3.375	-0.625	-0.325	155	155	155
-3.375	-0.675	-0.325	155	155	155
-3.325	0.825	-0.325	155	155	155
-3.325	0.225	-0.325	155	155	155
-3.325	0.175	-0.325	155	155	155
-3.325	0.325	-0.325	155	155	155
-3.325	-0.675	-0.325	155	155	155
-3.325	-0.725	-0.325	155	155	155
-3.325	-0.775	-0.325	155	155	155
-3.325	-0.825	-0.325	155	155	155
-3.325	0.475	-0.325	155	155	155
-3.325	0.425	-0.325	155	155	155
-3.325	0.375	-0.325	155	155	155
-3.325	0.325	-0.325	155	155	155
-3.325	-0.075	-0.325	155	155	155
-3.325	-0.125	-0.325	155	155	155
-3.325	-0.175	-0.325	155	155	155
-3.325	-0.225	-0.325	155	155	155
-3.325	-0.275	-0.325	155	155	155
-3.325	0.875	-0.325	155	155	155
-3.325	0.825	-0.325	155	155	155
-3.325	0.525	-0.325	155	155	155
-3.325	0.475	-0.325	155	155	155
-3.325	0.625	-0.325	155	155	155
-3.325	0.575	-0.325	155	155	155
-3.325	0.225	-0.325	155	155	155
-3.325	0.325	-0.325	155	155	155
-3.325	0.275	-0.325	155	155	155
-3.325	0.425	-0.325	155	155	155
-3.325	0.375	-0.325	155	155	155
-3.325	-0.075	-0.325	155	155	155
-3.325	0.075	-0.325	155	155	155
-3.325	0.025	-0.325	155	155	155
-3.325	-0.025	-0.325	155	155	155
-3.325	0.175	-0.325	155	155	155
-3.325	0.125	-0.325	155	155	155
-3.325	0.075	-0.325	155	155	155
-3.325	-0.325	-0.325	155	155	155
-3.325	-0.375	-0.325	155	155	155
-3.325	-0.425	-0.325	155	155	155
-3.325	-0.175	-0.325	155	155	155
-3.325	-0.225	-0.325	155	155	155
-3.325	-0.275	-0.325	155	155	155
-3.325	-0.625	-0.325	155	155	155
-3.325	-0.675	-0.325	155	155	155
-3.325	-0.425	-0.325	155	155	155
-3.325	-0.475	-0.325	155	155	155
-3.325	-0.525	-0.325	155	155	155
-3.325	-0.575	-0.325	155	155	155
-3.325	-0.825	-0.325	155	155	155
-3.325	-0.875	-0.325	142	142	142
-3.325	-0.925	-0.325	116	116	116
-3.275	0.825	-0.325	155	155	155
-3.275	0.925	-0.325	155	155	155
-3.275	0.875	-0.325	155	155	155
-3.275	0.125	-0.325	155	155	155
-3.275	0.175	-0.325	155	155	155
-3.275	0.275	-0.325	155	155	155
-3.275	0.225	-0.325	155	155	155
-3.275	0.425	-0.325	155	155	155
-3.275	-0.725	-0.325	155	155	155
-3.275	-0.775	-0.325	155	155	155
-3.275	-0.525	-0.325	155	155	155
-3.275	-0.575	-0.325	155	155	155
-3.275	-0.625	-0.325	155	155	155
-3.275	-0.675	-0.325	155	155	155
-3.275	0.475	-0.325	155	155	155
-3.275	0.425	-0.325	155	155	155
-3.275	0.325	-0.325	155	155	155
-3.275	0.275	-0.325	155	155	155
-3.275	0.225	-0.325	155	155	155
-3.275	0.175	-0.325	155	155	155
-3.275	-0.075	-0.325	155	155	155
-3.275	-0.125	-0.325	155	155	155
-3.275	-0.175	-0.325	155	155	155
-3.275	-0.225	-0.325	155	155	155
-3.275	-0.325	-0.325	155	155	155
-3.275	-0.375	-0.325	155	155	155
-3.275	-0.925	-0.325	155	155	155
-3.275	0.825	-0.325	155	155	155
-3.275	0.925	-0.325	155	155	155
-3.275	0.875	-0.325	155	155	155
-3.275	0.525	-0.325	155	155	155
-3.275	0.475	-0.325	155	155	155
-3.275	0.575	-0.325	155	155	155
-3.275	0.525	-0.325	155	155	155
-3.275	0.675	-0.325	155	155	155
-3.275	0.625	-0.325	155	155	155
-3.275	0.225	-0.325	155	155	155
